Dog_ID,Fur_Quality,Eye_Condition,Ear_Condition,Energy_Level,Appetite,Weight_Change,Gender
Dog_2729,Coarse,Cloudy,Inflamed,Normal,Decreased,Gaining,Female
Dog_2730,Smooth,Cloudy,Smelly,Normal,Increased,Stable,Female
Dog_2731,Coarse,Clear,Smelly,High,Normal,Losing,Female
Dog_2732,Shiny,Clear,Inflamed,High,Normal,Gaining,Female
Dog_2733,Shedding,Clear,Clean,High,Decreased,Stable,Female
Dog_2734,Shedding,Clear,Clean,High,Decreased,Stable,Female
Dog_2735,Shedding,Cloudy,Clean,Low,Normal,Gaining,Female
Dog_2736,Shiny,Redness,Clean,High,Normal,Losing,Female
Dog_2737,Coarse,Redness,Smelly,High,Decreased,Stable,Female
Dog_2738,Shiny,Cloudy,Inflamed,Normal,Decreased,Gaining,Male
Dog_2739,Shedding,Cloudy,Inflamed,Normal,Normal,Losing,Female
Dog_2740,Shiny,Redness,Clean,High,Decreased,Gaining,Male
Dog_2741,Shiny,Redness,Inflamed,High,Decreased,Stable,Female
Dog_2742,Shiny,Cloudy,Smelly,High,Normal,Stable,Male
Dog_2743,Coarse,Cloudy,Clean,Normal,Increased,Stable,Male
Dog_2744,Smooth,Clear,Smelly,Normal,Decreased,Gaining,Female
Dog_2745,Smooth,Clear,Smelly,High,Increased,Stable,Male
Dog_2746,Shiny,Redness,Smelly,Normal,Decreased,Gaining,Male
Dog_2747,Smooth,Cloudy,Smelly,Normal,Increased,Losing,Male
Dog_2748,Smooth,Redness,Smelly,High,Decreased,Losing,Male
Dog_2749,Shiny,Clear,Clean,Normal,Increased,Losing,Female
Dog_2750,Shiny,Clear,Smelly,High,Increased,Losing,Male
Dog_2751,Shedding,Redness,Clean,Low,Decreased,Stable,Female
Dog_2752,Smooth,Clear,Inflamed,Low,Increased,Stable,Male
Dog_2753,Coarse,Cloudy,Smelly,Low,Normal,Gaining,Male
Dog_2754,Shiny,Redness,Smelly,Normal,Normal,Losing,Female
Dog_2755,Shedding,Cloudy,Inflamed,Low,Normal,Losing,Male
Dog_2756,Coarse,Cloudy,Clean,Normal,Increased,Gaining,Female
Dog_2757,Smooth,Clear,Smelly,High,Decreased,Gaining,Female
Dog_2758,Shedding,Cloudy,Inflamed,Low,Increased,Gaining,Female
Dog_2759,Shiny,Redness,Inflamed,Normal,Decreased,Gaining,Male
Dog_2760,Coarse,Cloudy,Smelly,Low,Increased,Losing,Male
Dog_2761,Shiny,Cloudy,Clean,Normal,Decreased,Stable,Female
Dog_2762,Smooth,Cloudy,Clean,Normal,Increased,Losing,Female
Dog_2763,Coarse,Cloudy,Smelly,High,Increased,Gaining,Male
Dog_2764,Smooth,Cloudy,Inflamed,Normal,Normal,Stable,Male
Dog_2765,Smooth,Clear,Smelly,Normal,Increased,Losing,Female
Dog_2766,Shedding,Redness,Clean,Low,Normal,Gaining,Male
Dog_2767,Shiny,Clear,Inflamed,High,Decreased,Stable,Female
Dog_2768,Coarse,Redness,Smelly,Normal,Decreased,Stable,Male
Dog_2769,Smooth,Redness,Inflamed,Low,Normal,Gaining,Female
Dog_2770,Smooth,Redness,Clean,High,Increased,Stable,Male
Dog_2771,Coarse,Redness,Clean,Normal,Decreased,Losing,Male
Dog_2772,Smooth,Redness,Clean,Low,Increased,Losing,Male
Dog_2773,Shedding,Cloudy,Smelly,High,Increased,Losing,Male
Dog_2774,Shedding,Clear,Inflamed,High,Increased,Stable,Female
Dog_2775,Shedding,Clear,Smelly,High,Decreased,Stable,Male
Dog_2776,Shedding,Cloudy,Smelly,High,Decreased,Gaining,Female
Dog_2777,Smooth,Redness,Smelly,Normal,Increased,Gaining,Female
Dog_2778,Coarse,Clear,Smelly,Normal,Normal,Stable,Female
Dog_2779,Coarse,Cloudy,Inflamed,High,Normal,Losing,Male
Dog_2780,Coarse,Cloudy,Inflamed,High,Normal,Stable,Female
Dog_2781,Coarse,Clear,Smelly,Normal,Increased,Losing,Female
Dog_2782,Shiny,Clear,Smelly,Low,Normal,Gaining,Female
Dog_2783,Coarse,Redness,Clean,High,Decreased,Stable,Female
Dog_2784,Shiny,Redness,Clean,Normal,Normal,Stable,Female
Dog_2785,Shiny,Clear,Inflamed,Normal,Normal,Stable,Male
Dog_2786,Shedding,Redness,Clean,Low,Increased,Losing,Male
Dog_2787,Shiny,Cloudy,Inflamed,Normal,Decreased,Gaining,Male
Dog_2788,Smooth,Redness,Inflamed,High,Decreased,Losing,Male
Dog_2789,Shiny,Redness,Inflamed,Normal,Normal,Gaining,Male
Dog_2790,Shedding,Cloudy,Clean,High,Increased,Losing,Male
Dog_2791,Shiny,Redness,Clean,Normal,Increased,Gaining,Female
Dog_2792,Smooth,Cloudy,Inflamed,High,Normal,Losing,Female
Dog_2793,Smooth,Redness,Inflamed,High,Decreased,Stable,Female
Dog_2794,Smooth,Clear,Smelly,Normal,Decreased,Losing,Male
Dog_2795,Shedding,Redness,Inflamed,High,Decreased,Stable,Female
Dog_2796,Shedding,Clear,Inflamed,Normal,Increased,Stable,Female
Dog_2797,Coarse,Clear,Smelly,Normal,Normal,Stable,Male
Dog_2798,Shedding,Clear,Inflamed,Normal,Increased,Losing,Male
Dog_2799,Smooth,Clear,Inflamed,High,Decreased,Stable,Male
Dog_2800,Smooth,Clear,Inflamed,Normal,Increased,Losing,Male
Dog_2801,Shedding,Cloudy,Smelly,Low,Decreased,Gaining,Male
Dog_2802,Shiny,Cloudy,Clean,High,Normal,Losing,Female
Dog_2803,Shedding,Cloudy,Inflamed,Low,Decreased,Losing,Female
Dog_2804,Shedding,Clear,Smelly,Low,Normal,Losing,Male
Dog_2805,Smooth,Redness,Inflamed,Low,Increased,Gaining,Male
Dog_2806,Coarse,Cloudy,Smelly,Low,Increased,Gaining,Male
Dog_2807,Smooth,Redness,Inflamed,Normal,Increased,Gaining,Male
Dog_2808,Coarse,Redness,Smelly,Low,Decreased,Stable,Male
Dog_2809,Smooth,Clear,Clean,High,Normal,Losing,Female
Dog_2810,Shedding,Clear,Clean,Low,Increased,Losing,Female
Dog_2811,Smooth,Clear,Clean,Low,Increased,Stable,Male
Dog_2812,Smooth,Cloudy,Inflamed,Low,Normal,Stable,Male
Dog_2813,Smooth,Clear,Smelly,Normal,Decreased,Losing,Male
Dog_2814,Shedding,Cloudy,Inflamed,Low,Increased,Stable,Male
Dog_2815,Shedding,Cloudy,Inflamed,Low,Decreased,Stable,Female
Dog_2816,Shedding,Cloudy,Smelly,Low,Decreased,Gaining,Male
Dog_2817,Shedding,Cloudy,Inflamed,High,Decreased,Stable,Male
Dog_2818,Coarse,Clear,Smelly,Normal,Increased,Stable,Male
Dog_2819,Coarse,Cloudy,Smelly,Normal,Increased,Losing,Female
Dog_2820,Shiny,Clear,Clean,Normal,Normal,Stable,Female
Dog_2821,Shedding,Clear,Clean,High,Normal,Stable,Male
Dog_2822,Coarse,Cloudy,Clean,Low,Decreased,Stable,Male
Dog_2823,Smooth,Clear,Smelly,High,Increased,Gaining,Female
Dog_2824,Shedding,Redness,Clean,Normal,Decreased,Losing,Male
Dog_2825,Shiny,Clear,Smelly,Normal,Normal,Gaining,Female
Dog_2826,Shiny,Clear,Inflamed,Normal,Decreased,Stable,Male
Dog_2827,Shiny,Cloudy,Clean,High,Decreased,Losing,Female
Dog_2828,Smooth,Cloudy,Smelly,Normal,Increased,Losing,Female
Dog_2829,Coarse,Clear,Smelly,Low,Decreased,Stable,Male
Dog_2830,Smooth,Cloudy,Smelly,High,Decreased,Gaining,Male
Dog_2831,Shedding,Redness,Smelly,Low,Increased,Stable,Female
Dog_2832,Shiny,Redness,Clean,Normal,Increased,Gaining,Male
Dog_2833,Smooth,Cloudy,Clean,Normal,Normal,Stable,Male
Dog_2834,Smooth,Clear,Clean,High,Increased,Losing,Male
Dog_2835,Coarse,Redness,Smelly,Low,Decreased,Losing,Male
Dog_2836,Coarse,Redness,Inflamed,High,Normal,Gaining,Female
Dog_2837,Shiny,Clear,Smelly,Low,Normal,Stable,Female
Dog_2838,Smooth,Cloudy,Inflamed,Normal,Normal,Gaining,Female
Dog_2839,Smooth,Redness,Clean,High,Normal,Losing,Male
Dog_2840,Coarse,Clear,Smelly,High,Decreased,Losing,Male
Dog_2841,Smooth,Clear,Smelly,Low,Decreased,Gaining,Male
Dog_2842,Smooth,Redness,Clean,Normal,Decreased,Gaining,Male
Dog_2843,Smooth,Cloudy,Smelly,Normal,Decreased,Gaining,Female
Dog_2844,Coarse,Redness,Inflamed,Low,Normal,Gaining,Male
Dog_2845,Shiny,Clear,Inflamed,Low,Decreased,Gaining,Female
Dog_2846,Shedding,Redness,Inflamed,Low,Normal,Stable,Male
Dog_2847,Shiny,Cloudy,Smelly,Low,Increased,Gaining,Female
Dog_2848,Shedding,Clear,Smelly,Low,Decreased,Gaining,Male
Dog_2849,Smooth,Cloudy,Inflamed,Normal,Increased,Losing,Female
Dog_2850,Shiny,Redness,Smelly,Normal,Increased,Losing,Male
Dog_2851,Shedding,Redness,Inflamed,High,Decreased,Stable,Female
Dog_2852,Coarse,Cloudy,Clean,Normal,Normal,Gaining,Male
Dog_2853,Coarse,Redness,Inflamed,Low,Increased,Gaining,Male
Dog_2854,Shiny,Cloudy,Clean,Normal,Decreased,Losing,Male
Dog_2855,Shiny,Redness,Clean,Normal,Increased,Losing,Male
Dog_2856,Smooth,Cloudy,Clean,Normal,Increased,Losing,Female
Dog_2857,Shiny,Cloudy,Inflamed,High,Decreased,Gaining,Female
Dog_2858,Smooth,Clear,Inflamed,High,Increased,Gaining,Female
Dog_2859,Smooth,Clear,Smelly,Low,Normal,Stable,Male
Dog_2860,Coarse,Cloudy,Smelly,Low,Normal,Losing,Male
Dog_2861,Coarse,Redness,Clean,High,Increased,Losing,Male
Dog_2862,Shedding,Redness,Inflamed,Normal,Increased,Losing,Male
Dog_2863,Coarse,Redness,Smelly,Normal,Decreased,Losing,Female
Dog_2864,Coarse,Cloudy,Smelly,High,Normal,Losing,Female
Dog_2865,Shiny,Cloudy,Smelly,Low,Increased,Gaining,Female
Dog_2866,Coarse,Cloudy,Inflamed,Normal,Normal,Gaining,Female
Dog_2867,Shedding,Cloudy,Smelly,Low,Increased,Losing,Female
Dog_2868,Shiny,Clear,Clean,Normal,Decreased,Losing,Male
Dog_2869,Shedding,Cloudy,Inflamed,Low,Decreased,Gaining,Female
Dog_2870,Coarse,Redness,Smelly,Normal,Normal,Gaining,Female
Dog_2871,Shedding,Clear,Smelly,Low,Normal,Stable,Female
Dog_2872,Shiny,Redness,Inflamed,Low,Increased,Gaining,Female
Dog_2873,Smooth,Cloudy,Smelly,Low,Increased,Stable,Male
Dog_2874,Shedding,Clear,Smelly,High,Increased,Losing,Male
Dog_2875,Shedding,Cloudy,Clean,Low,Normal,Losing,Male
Dog_2876,Shiny,Clear,Inflamed,High,Decreased,Losing,Female
Dog_2877,Shiny,Redness,Smelly,High,Decreased,Gaining,Female
Dog_2878,Shedding,Cloudy,Inflamed,Low,Normal,Gaining,Female
Dog_2879,Coarse,Cloudy,Inflamed,High,Decreased,Losing,Male
Dog_2880,Shedding,Clear,Clean,High,Normal,Losing,Male
Dog_2881,Shiny,Clear,Clean,High,Increased,Stable,Male
Dog_2882,Smooth,Cloudy,Inflamed,Normal,Normal,Gaining,Female
Dog_2883,Smooth,Clear,Clean,Low,Decreased,Gaining,Male
Dog_2884,Coarse,Cloudy,Clean,High,Normal,Stable,Male
Dog_2885,Shedding,Clear,Smelly,Low,Normal,Losing,Male
Dog_2886,Smooth,Redness,Clean,High,Normal,Losing,Female
Dog_2887,Shedding,Clear,Clean,Low,Normal,Gaining,Female
Dog_2888,Shiny,Redness,Smelly,High,Decreased,Gaining,Male
Dog_2889,Smooth,Clear,Smelly,Normal,Increased,Losing,Male
Dog_2890,Coarse,Clear,Inflamed,Normal,Decreased,Stable,Male
Dog_2891,Shiny,Cloudy,Clean,Normal,Decreased,Stable,Male
Dog_2892,Coarse,Clear,Smelly,High,Increased,Stable,Female
Dog_2893,Shiny,Clear,Clean,Low,Decreased,Gaining,Female
Dog_2894,Smooth,Redness,Inflamed,High,Increased,Stable,Male
Dog_2895,Coarse,Clear,Clean,Normal,Increased,Gaining,Male
Dog_2896,Coarse,Cloudy,Clean,High,Normal,Gaining,Male
Dog_2897,Shiny,Redness,Clean,Low,Decreased,Losing,Male
Dog_2898,Coarse,Cloudy,Smelly,Normal,Increased,Losing,Male
Dog_2899,Shiny,Cloudy,Smelly,High,Decreased,Stable,Female
Dog_2900,Shiny,Cloudy,Inflamed,Low,Decreased,Stable,Female
Dog_2901,Shiny,Cloudy,Clean,Normal,Increased,Gaining,Female
Dog_2902,Shiny,Redness,Inflamed,Low,Normal,Losing,Male
Dog_2903,Smooth,Clear,Inflamed,Low,Increased,Losing,Male
Dog_2904,Shiny,Cloudy,Smelly,Normal,Normal,Gaining,Female
Dog_2905,Shedding,Redness,Clean,High,Increased,Stable,Male
Dog_2906,Coarse,Cloudy,Clean,High,Increased,Stable,Female
Dog_2907,Shedding,Clear,Inflamed,High,Normal,Gaining,Male
Dog_2908,Smooth,Redness,Clean,High,Normal,Losing,Female
Dog_2909,Shedding,Redness,Smelly,Low,Decreased,Gaining,Female
Dog_2910,Coarse,Clear,Inflamed,High,Increased,Gaining,Male
Dog_2911,Shedding,Redness,Inflamed,High,Decreased,Stable,Male
Dog_2912,Smooth,Clear,Smelly,Low,Decreased,Losing,Male
Dog_2913,Shiny,Redness,Smelly,Low,Normal,Stable,Female
Dog_2914,Shedding,Redness,Smelly,Normal,Normal,Stable,Female
Dog_2915,Smooth,Clear,Smelly,Low,Decreased,Losing,Male
Dog_2916,Smooth,Clear,Smelly,Normal,Normal,Stable,Female
Dog_2917,Coarse,Redness,Smelly,Normal,Increased,Gaining,Female
Dog_2918,Coarse,Redness,Inflamed,High,Normal,Gaining,Female
Dog_2919,Shedding,Clear,Clean,High,Normal,Losing,Male
Dog_2920,Shiny,Clear,Clean,High,Increased,Gaining,Female
Dog_2921,Smooth,Redness,Inflamed,Low,Normal,Gaining,Male
Dog_2922,Shedding,Redness,Clean,Low,Decreased,Gaining,Male
Dog_2923,Smooth,Redness,Clean,High,Decreased,Gaining,Female
Dog_2924,Smooth,Clear,Inflamed,High,Decreased,Stable,Female
Dog_2925,Shiny,Redness,Clean,Low,Normal,Gaining,Male
Dog_2926,Shiny,Cloudy,Clean,Normal,Normal,Losing,Female
Dog_2927,Shedding,Clear,Inflamed,Normal,Normal,Stable,Female
Dog_2928,Shiny,Redness,Clean,High,Decreased,Gaining,Male
Dog_2929,Shiny,Clear,Smelly,High,Normal,Gaining,Male
Dog_2930,Shedding,Cloudy,Inflamed,High,Increased,Losing,Female
Dog_2931,Shiny,Clear,Clean,Normal,Normal,Stable,Female
Dog_2932,Coarse,Redness,Clean,High,Decreased,Gaining,Male
Dog_2933,Smooth,Cloudy,Smelly,Normal,Increased,Losing,Female
Dog_2934,Smooth,Cloudy,Inflamed,Low,Increased,Stable,Male
Dog_2935,Smooth,Redness,Inflamed,Low,Decreased,Stable,Male
Dog_2936,Smooth,Redness,Clean,Low,Increased,Gaining,Male
Dog_2937,Shedding,Redness,Smelly,High,Increased,Losing,Male
Dog_2938,Smooth,Clear,Smelly,Low,Increased,Losing,Male
Dog_2939,Smooth,Clear,Smelly,Normal,Increased,Gaining,Female
Dog_2940,Smooth,Clear,Smelly,Normal,Increased,Gaining,Female
Dog_2941,Smooth,Redness,Smelly,Normal,Normal,Gaining,Male
Dog_2942,Coarse,Redness,Smelly,High,Decreased,Losing,Male
Dog_2943,Smooth,Clear,Inflamed,High,Decreased,Stable,Male
Dog_2944,Coarse,Cloudy,Clean,Normal,Normal,Gaining,Male
Dog_2945,Shedding,Clear,Clean,Normal,Normal,Gaining,Male
Dog_2946,Shiny,Cloudy,Smelly,Normal,Decreased,Stable,Male
Dog_2947,Smooth,Redness,Inflamed,Normal,Decreased,Stable,Female
Dog_2948,Shiny,Redness,Inflamed,Low,Normal,Losing,Male
Dog_2949,Shiny,Clear,Smelly,Normal,Normal,Gaining,Male
Dog_2950,Shedding,Clear,Clean,High,Increased,Losing,Female
Dog_2951,Shiny,Redness,Smelly,High,Normal,Stable,Female
Dog_2952,Coarse,Clear,Inflamed,High,Normal,Gaining,Male
Dog_2953,Shiny,Redness,Smelly,High,Increased,Losing,Male
Dog_2954,Shiny,Redness,Clean,High,Increased,Losing,Male
Dog_2955,Shiny,Cloudy,Clean,Normal,Decreased,Stable,Male
Dog_2956,Smooth,Clear,Inflamed,Normal,Decreased,Gaining,Male
Dog_2957,Smooth,Redness,Smelly,Low,Normal,Losing,Male
Dog_2958,Coarse,Clear,Smelly,Low,Increased,Losing,Female
Dog_2959,Coarse,Cloudy,Inflamed,Low,Increased,Stable,Male
Dog_2960,Smooth,Cloudy,Smelly,Normal,Decreased,Gaining,Male
Dog_2961,Coarse,Clear,Inflamed,Low,Decreased,Stable,Female
Dog_2962,Smooth,Clear,Smelly,Normal,Normal,Losing,Male
Dog_2963,Shedding,Redness,Clean,High,Increased,Gaining,Female
Dog_2964,Shiny,Cloudy,Inflamed,Normal,Decreased,Stable,Female
Dog_2965,Shiny,Cloudy,Smelly,Normal,Normal,Gaining,Female
Dog_2966,Coarse,Cloudy,Smelly,High,Normal,Gaining,Male
Dog_2967,Smooth,Clear,Smelly,High,Normal,Gaining,Female
Dog_2968,Smooth,Redness,Inflamed,High,Decreased,Losing,Female
Dog_2969,Coarse,Clear,Clean,Low,Decreased,Gaining,Male
Dog_2970,Smooth,Clear,Smelly,Low,Decreased,Stable,Female
Dog_2971,Shedding,Clear,Inflamed,Low,Decreased,Gaining,Female
Dog_2972,Shiny,Redness,Smelly,High,Decreased,Gaining,Female
Dog_2973,Coarse,Clear,Clean,Low,Increased,Losing,Male
Dog_2974,Coarse,Cloudy,Clean,High,Increased,Stable,Female
Dog_2975,Smooth,Cloudy,Clean,High,Increased,Gaining,Female
Dog_2976,Coarse,Cloudy,Inflamed,High,Increased,Losing,Male
Dog_2977,Shedding,Redness,Smelly,Low,Normal,Losing,Female
Dog_2978,Smooth,Clear,Inflamed,Low,Normal,Gaining,Male
Dog_2979,Smooth,Redness,Smelly,High,Increased,Gaining,Female
Dog_2980,Smooth,Clear,Inflamed,Low,Decreased,Gaining,Male
Dog_2981,Smooth,Cloudy,Smelly,Normal,Increased,Losing,Male
Dog_2982,Shedding,Clear,Inflamed,Low,Increased,Gaining,Female
Dog_2983,Smooth,Clear,Smelly,High,Normal,Losing,Female
Dog_2984,Coarse,Clear,Inflamed,High,Decreased,Stable,Male
Dog_2985,Shedding,Redness,Clean,High,Normal,Gaining,Female
Dog_2986,Shiny,Clear,Inflamed,Normal,Decreased,Stable,Male
Dog_2987,Shiny,Clear,Clean,High,Normal,Stable,Female
Dog_2988,Coarse,Clear,Clean,High,Increased,Stable,Female
Dog_2989,Coarse,Redness,Smelly,Low,Decreased,Losing,Male
Dog_2990,Shedding,Redness,Clean,Normal,Normal,Losing,Female
Dog_2991,Shiny,Redness,Clean,Low,Increased,Losing,Female
Dog_2992,Shiny,Clear,Smelly,High,Normal,Losing,Female
Dog_2993,Shiny,Cloudy,Inflamed,High,Normal,Stable,Female
Dog_2994,Shiny,Cloudy,Inflamed,Normal,Normal,Losing,Male
Dog_2995,Shiny,Cloudy,Clean,High,Increased,Stable,Male
Dog_2996,Smooth,Clear,Inflamed,Normal,Decreased,Stable,Male
Dog_2997,Coarse,Cloudy,Clean,Low,Normal,Losing,Male
Dog_2998,Smooth,Cloudy,Inflamed,Normal,Increased,Stable,Female
Dog_2999,Shiny,Cloudy,Inflamed,Low,Normal,Losing,Male
Dog_3000,Shedding,Clear,Inflamed,High,Decreased,Stable,Male
Dog_3001,Shedding,Cloudy,Clean,Low,Normal,Gaining,Male
Dog_3002,Shiny,Cloudy,Smelly,Low,Increased,Losing,Female
Dog_3003,Shiny,Clear,Inflamed,Low,Normal,Stable,Female
Dog_3004,Shedding,Redness,Inflamed,Normal,Normal,Losing,Male
Dog_3005,Smooth,Cloudy,Inflamed,Low,Decreased,Stable,Female
Dog_3006,Smooth,Redness,Clean,Normal,Decreased,Losing,Female
Dog_3007,Shiny,Cloudy,Smelly,Normal,Decreased,Gaining,Male
Dog_3008,Smooth,Clear,Clean,Normal,Normal,Gaining,Male
Dog_3009,Shedding,Redness,Inflamed,High,Increased,Losing,Male
Dog_3010,Smooth,Redness,Clean,High,Normal,Losing,Female
Dog_3011,Shiny,Redness,Inflamed,High,Normal,Stable,Male
Dog_3012,Shedding,Redness,Inflamed,Normal,Normal,Stable,Female
Dog_3013,Smooth,Cloudy,Clean,High,Normal,Losing,Female
Dog_3014,Coarse,Cloudy,Inflamed,Low,Decreased,Gaining,Male
Dog_3015,Shedding,Redness,Inflamed,Normal,Decreased,Gaining,Female
Dog_3016,Shedding,Cloudy,Smelly,High,Decreased,Losing,Female
Dog_3017,Coarse,Redness,Clean,Normal,Decreased,Stable,Male
Dog_3018,Coarse,Redness,Clean,High,Increased,Losing,Female
Dog_3019,Shedding,Clear,Inflamed,Low,Normal,Losing,Female
Dog_3020,Coarse,Redness,Inflamed,Normal,Normal,Gaining,Female
Dog_3021,Shiny,Cloudy,Clean,High,Normal,Gaining,Female
Dog_3022,Shiny,Redness,Clean,High,Increased,Stable,Female
Dog_3023,Shiny,Clear,Clean,Low,Increased,Stable,Female
Dog_3024,Shedding,Cloudy,Inflamed,Low,Decreased,Losing,Male
Dog_3025,Coarse,Clear,Smelly,High,Normal,Losing,Male
Dog_3026,Coarse,Clear,Smelly,High,Normal,Losing,Male
Dog_3027,Smooth,Redness,Inflamed,Normal,Increased,Losing,Male
Dog_3028,Smooth,Clear,Inflamed,Normal,Normal,Gaining,Female
Dog_3029,Coarse,Clear,Inflamed,High,Increased,Stable,Male
Dog_3030,Coarse,Cloudy,Clean,Low,Decreased,Stable,Male
Dog_3031,Coarse,Clear,Inflamed,Normal,Increased,Stable,Male
Dog_3032,Shedding,Redness,Clean,High,Normal,Stable,Male
Dog_3033,Coarse,Redness,Smelly,Low,Increased,Gaining,Male
Dog_3034,Smooth,Redness,Inflamed,Low,Increased,Losing,Male
Dog_3035,Shedding,Clear,Inflamed,High,Decreased,Stable,Male
Dog_3036,Coarse,Cloudy,Clean,High,Normal,Stable,Male
Dog_3037,Smooth,Redness,Clean,Normal,Normal,Losing,Male
Dog_3038,Shedding,Clear,Clean,High,Decreased,Gaining,Male
Dog_3039,Coarse,Redness,Smelly,Normal,Increased,Gaining,Male
Dog_3040,Coarse,Redness,Smelly,Low,Increased,Stable,Female
Dog_3041,Coarse,Cloudy,Inflamed,Normal,Normal,Stable,Male
Dog_3042,Shedding,Redness,Inflamed,High,Increased,Stable,Female
Dog_3043,Smooth,Cloudy,Clean,Normal,Decreased,Gaining,Male
Dog_3044,Smooth,Clear,Smelly,Low,Normal,Stable,Male
Dog_3045,Shiny,Redness,Inflamed,Low,Increased,Losing,Female
Dog_3046,Coarse,Clear,Clean,High,Decreased,Gaining,Female
Dog_3047,Shiny,Clear,Clean,Normal,Decreased,Gaining,Female
Dog_3048,Shiny,Clear,Smelly,High,Normal,Losing,Female
Dog_3049,Smooth,Redness,Smelly,High,Normal,Losing,Female
Dog_3050,Shedding,Cloudy,Inflamed,Low,Increased,Gaining,Female
Dog_3051,Shedding,Redness,Inflamed,Normal,Increased,Stable,Female
Dog_3052,Smooth,Clear,Clean,High,Increased,Gaining,Male
Dog_3053,Shedding,Cloudy,Clean,Low,Decreased,Stable,Female
Dog_3054,Shiny,Clear,Clean,High,Decreased,Losing,Female
Dog_3055,Coarse,Cloudy,Inflamed,Normal,Increased,Stable,Female
Dog_3056,Smooth,Redness,Smelly,High,Normal,Losing,Female
Dog_3057,Coarse,Cloudy,Inflamed,Normal,Decreased,Stable,Male
Dog_3058,Shedding,Redness,Smelly,Low,Decreased,Stable,Female
Dog_3059,Coarse,Clear,Inflamed,Low,Increased,Losing,Female
Dog_3060,Shedding,Cloudy,Inflamed,High,Normal,Stable,Female
Dog_3061,Shedding,Clear,Smelly,Low,Decreased,Gaining,Female
Dog_3062,Shiny,Cloudy,Inflamed,High,Normal,Stable,Female
Dog_3063,Shedding,Redness,Inflamed,High,Decreased,Gaining,Male
Dog_3064,Shiny,Cloudy,Clean,Normal,Normal,Losing,Male
Dog_3065,Shiny,Cloudy,Smelly,High,Normal,Stable,Male
Dog_3066,Shiny,Redness,Smelly,Normal,Decreased,Stable,Female
Dog_3067,Smooth,Redness,Clean,High,Normal,Gaining,Female
Dog_3068,Smooth,Redness,Smelly,Normal,Decreased,Gaining,Male
Dog_3069,Shedding,Cloudy,Clean,Low,Decreased,Losing,Male
Dog_3070,Shiny,Clear,Smelly,High,Normal,Gaining,Male
Dog_3071,Smooth,Cloudy,Smelly,Normal,Decreased,Gaining,Male
Dog_3072,Shiny,Cloudy,Smelly,High,Normal,Gaining,Male
Dog_3073,Coarse,Clear,Smelly,Normal,Decreased,Stable,Male
Dog_3074,Coarse,Redness,Clean,Normal,Normal,Stable,Male
Dog_3075,Coarse,Cloudy,Clean,High,Decreased,Stable,Male
Dog_3076,Shedding,Clear,Smelly,High,Decreased,Stable,Male
Dog_3077,Shiny,Redness,Inflamed,Low,Increased,Stable,Male
Dog_3078,Coarse,Redness,Clean,Low,Decreased,Gaining,Male
Dog_3079,Smooth,Cloudy,Smelly,Low,Decreased,Gaining,Female
Dog_3080,Coarse,Redness,Clean,High,Normal,Stable,Male
Dog_3081,Coarse,Redness,Inflamed,Low,Normal,Stable,Female
Dog_3082,Coarse,Clear,Inflamed,Normal,Normal,Losing,Female
Dog_3083,Shedding,Clear,Inflamed,High,Normal,Losing,Female
Dog_3084,Smooth,Redness,Smelly,Normal,Increased,Gaining,Female
Dog_3085,Shiny,Clear,Smelly,Normal,Increased,Losing,Female
Dog_3086,Smooth,Redness,Inflamed,Normal,Normal,Gaining,Male
Dog_3087,Shiny,Cloudy,Clean,High,Normal,Losing,Female
Dog_3088,Shedding,Clear,Clean,High,Normal,Stable,Male
Dog_3089,Shedding,Redness,Inflamed,Low,Normal,Stable,Male
Dog_3090,Shedding,Redness,Smelly,Low,Decreased,Gaining,Male
Dog_3091,Shedding,Clear,Clean,Low,Normal,Gaining,Male
Dog_3092,Shiny,Clear,Clean,Low,Decreased,Gaining,Female
Dog_3093,Coarse,Cloudy,Clean,Normal,Normal,Gaining,Female
Dog_3094,Shiny,Redness,Smelly,High,Increased,Losing,Female
Dog_3095,Smooth,Cloudy,Inflamed,Low,Increased,Stable,Male
Dog_3096,Shedding,Cloudy,Smelly,Normal,Normal,Losing,Female
Dog_3097,Shedding,Cloudy,Clean,High,Increased,Stable,Male
Dog_3098,Smooth,Clear,Inflamed,High,Increased,Stable,Female
Dog_3099,Shiny,Cloudy,Smelly,High,Increased,Losing,Male
Dog_3100,Coarse,Clear,Inflamed,Normal,Increased,Gaining,Male
Dog_3101,Coarse,Clear,Clean,Low,Decreased,Losing,Female
Dog_3102,Smooth,Cloudy,Smelly,High,Decreased,Losing,Female
Dog_3103,Coarse,Cloudy,Inflamed,Normal,Decreased,Losing,Male
Dog_3104,Shiny,Redness,Smelly,High,Decreased,Stable,Female
Dog_3105,Shiny,Cloudy,Clean,Normal,Normal,Gaining,Male
Dog_3106,Smooth,Redness,Inflamed,Low,Increased,Stable,Female
Dog_3107,Shiny,Cloudy,Clean,Low,Increased,Losing,Male
Dog_3108,Shedding,Cloudy,Inflamed,High,Normal,Losing,Male
Dog_3109,Smooth,Cloudy,Clean,Low,Normal,Stable,Male
Dog_3110,Shiny,Cloudy,Clean,Low,Decreased,Stable,Female
Dog_3111,Smooth,Redness,Smelly,Normal,Decreased,Gaining,Male
