0,1,2,3,4,5,pre_max_value,max_index,name,real
3.64E-14,0.9996573,6.69E-13,1.08E-08,1.26E-12,0.00034274,0.9996573,1,637828697521060108_14_Metal_Poor_adherence_563\638010961376863830_RTEC_Regular_DEF.JPG,1
6.60E-16,0.9999993,1.54E-13,5.98E-10,1.46E-17,6.60E-07,0.9999993,1,637828697521060108_14_Metal_Poor_adherence_563\638010961377801221_RTEC_Regular_DEF.JPG,1
8.26E-16,0.9999658,5.65E-11,7.24E-09,8.99E-16,3.42E-05,0.9999658,1,637828697521060108_14_Metal_Poor_adherence_563\638010961378426016_RTEC_Regular_DEF.JPG,1
9.99E-18,0.9999981,2.72E-12,1.17E-10,9.23E-17,1.96E-06,0.9999981,1,637828697521060108_14_Metal_Poor_adherence_563\638010961379050811_RTEC_Regular_DEF.JPG,1
5.28E-17,0.9999999,2.88E-13,3.03E-10,2.00E-17,9.26E-08,0.9999999,1,637828697521060108_14_Metal_Poor_adherence_563\638010961379519450_RTEC_Regular_DEF.JPG,1
6.27E-12,0.9996604,5.51E-13,3.71E-10,7.33E-15,0.000339583,0.9996604,1,637828697521060108_14_Metal_Poor_adherence_563\638010961380144245_RTEC_Regular_DEF.JPG,1
1.10E-12,0.99998224,1.25E-12,2.49E-09,5.02E-16,1.78E-05,0.99998224,1,637828697521060108_14_Metal_Poor_adherence_563\638010961380612865_RTEC_Regular_DEF.JPG,1
1.86E-16,0.99998224,4.31E-12,3.52E-10,9.54E-17,1.78E-05,0.99998224,1,637828697521060108_14_Metal_Poor_adherence_563\638010961381081431_RTEC_Regular_DEF.JPG,1
3.73E-17,1,1.58E-13,7.66E-11,2.88E-19,4.08E-08,1,1,637828697521060108_14_Metal_Poor_adherence_563\638010961381550133_RTEC_Regular_DEF.JPG,1
2.74E-14,0.9999981,1.47E-12,6.93E-09,9.88E-16,1.87E-06,0.9999981,1,637828697521060108_14_Metal_Poor_adherence_563\638010961382174889_RTEC_Regular_DEF.JPG,1
2.33E-13,0.99957484,4.41E-12,5.65E-09,8.88E-15,0.000425116,0.99957484,1,637828697521060108_14_Metal_Poor_adherence_563\638010961382799719_RTEC_Regular_DEF.JPG,1
4.89E-18,0.9999999,5.29E-15,1.76E-13,1.75E-16,1.06E-07,0.9999999,1,637828697521060108_14_Metal_Poor_adherence_563\638010961383424499_RTEC_Regular_DEF.JPG,1
3.43E-20,0.99999964,3.17E-14,5.00E-13,1.68E-17,3.31E-07,0.99999964,1,637828697521060108_14_Metal_Poor_adherence_563\638010961384049289_RTEC_Regular_DEF.JPG,1
6.53E-20,1,1.40E-14,1.28E-12,6.84E-19,3.78E-08,1,1,637828697521060108_14_Metal_Poor_adherence_563\638010961398263748_RTEC_Regular_DEF.JPG,1
3.47E-16,0.99999225,4.52E-13,1.08E-11,3.73E-14,7.78E-06,0.99999225,1,637828697521060108_14_Metal_Poor_adherence_563\638010961398888582_RTEC_Regular_DEF.JPG,1
3.56E-18,1,4.97E-17,6.03E-14,1.08E-16,1.00E-10,1,1,637828697521060108_14_Metal_Poor_adherence_563\638010961399356958_RTEC_Regular_DEF.JPG,1
3.08E-17,0.99999857,1.65E-12,1.60E-11,2.74E-17,1.43E-06,0.99999857,1,637828697521060108_14_Metal_Poor_adherence_563\638010961405761431_RTEC_Regular_DEF.JPG,1
1.37E-12,0.9999993,3.48E-14,2.37E-12,6.19E-17,6.60E-07,0.9999993,1,637828697521060108_14_Metal_Poor_adherence_563\638010961406230085_RTEC_Regular_DEF.JPG,1
6.40E-13,0.9997106,4.66E-12,4.08E-10,6.92E-14,0.000289339,0.9997106,1,637828697521060108_14_Metal_Poor_adherence_563\638010961406854856_RTEC_Regular_DEF.JPG,1
6.20E-17,0.9999999,2.99E-13,6.25E-10,4.95E-18,1.00E-07,0.9999999,1,637828697521060108_14_Metal_Poor_adherence_563\638010961407948285_RTEC_Regular_DEF.JPG,1
7.05E-15,0.99999917,1.44E-12,4.20E-09,8.07E-16,8.22E-07,0.99999917,1,637828697521060108_14_Metal_Poor_adherence_563\638010961408573158_RTEC_Regular_DEF.JPG,1
1.51E-13,0.99996364,2.46E-13,9.71E-10,1.95E-15,3.63E-05,0.99996364,1,637828697521060108_14_Metal_Poor_adherence_563\638010961409197865_RTEC_Regular_DEF.JPG,1
5.67E-15,1,3.31E-14,7.31E-13,2.90E-17,2.10E-09,1,1,637828697521060108_14_Metal_Poor_adherence_563\638010961409666465_RTEC_Regular_DEF.JPG,1
5.97E-16,0.9977875,3.20E-10,3.40E-08,2.60E-16,0.002212508,0.9977875,1,637828697521060108_14_Metal_Poor_adherence_563\638010961410135041_RTEC_Regular_DEF.JPG,1
2.14E-15,1,6.76E-15,3.24E-13,5.38E-17,1.93E-08,1,1,637828697521060108_14_Metal_Poor_adherence_563\638010961410759304_RTEC_Regular_DEF.JPG,1
6.69E-17,0.9999999,3.03E-15,2.96E-12,3.13E-15,8.95E-08,0.9999999,1,637828697521060108_14_Metal_Poor_adherence_563\638010961411696934_RTEC_Regular_DEF.JPG,1
1.55E-19,1,8.02E-16,3.72E-13,1.02E-15,7.01E-09,1,1,637828697521060108_14_Metal_Poor_adherence_563\638010961412165118_RTEC_Regular_DEF.JPG,1
6.96E-15,0.9999578,7.67E-14,1.46E-10,2.30E-13,4.23E-05,0.9999578,1,637828697521060108_14_Metal_Poor_adherence_563\638010961412634143_RTEC_Regular_DEF.JPG,1
2.97E-14,0.9999982,1.80E-15,7.29E-12,2.72E-15,1.74E-06,0.9999982,1,637828697521060108_14_Metal_Poor_adherence_563\638010961413102328_RTEC_Regular_DEF.JPG,1
5.36E-14,0.99988425,1.12E-11,1.14E-08,2.91E-15,0.000115782,0.99988425,1,637828697521060108_14_Metal_Poor_adherence_563\638010961413571524_RTEC_Regular_DEF.JPG,1
5.42E-16,0.99959165,8.42E-11,1.32E-07,7.22E-14,0.000408225,0.99959165,1,637828697521060108_14_Metal_Poor_adherence_563\638010961414040183_RTEC_Regular_DEF.JPG,1
5.70E-14,0.99999976,1.14E-15,3.96E-11,1.47E-17,2.26E-07,0.99999976,1,637828697521060108_14_Metal_Poor_adherence_563\638010961414665076_RTEC_Regular_DEF.JPG,1
9.63E-15,0.99999976,1.60E-14,1.24E-11,5.10E-18,2.42E-07,0.99999976,1,637828697521060108_14_Metal_Poor_adherence_563\638010961415289758_RTEC_Regular_DEF.JPG,1
8.30E-17,0.99998426,6.87E-12,4.83E-08,1.13E-17,1.57E-05,0.99998426,1,637828697521060108_14_Metal_Poor_adherence_563\638010961419663490_RTEC_Regular_DEF.JPG,1
1.18E-17,1,4.11E-13,2.05E-11,2.03E-18,4.11E-09,1,1,637828697521060108_14_Metal_Poor_adherence_563\638010961420132046_RTEC_Regular_DEF.JPG,1
1.21E-14,0.99999964,9.98E-12,1.45E-09,2.02E-17,3.80E-07,0.99999964,1,637828697521060108_14_Metal_Poor_adherence_563\638010961420913061_RTEC_Regular_DEF.JPG,1
7.17E-18,0.9999999,1.23E-14,1.87E-10,2.97E-19,7.13E-08,0.9999999,1,637828697521060108_14_Metal_Poor_adherence_563\638010961421381744_RTEC_Regular_DEF.JPG,1
9.77E-12,0.9999956,1.48E-14,1.79E-11,1.91E-14,4.43E-06,0.9999956,1,637828697521060108_14_Metal_Poor_adherence_563\638010961424974388_RTEC_Regular_DEF.JPG,1
2.91E-16,1,8.55E-16,2.38E-13,1.28E-18,3.03E-08,1,1,637828697521060108_14_Metal_Poor_adherence_563\638010961425599193_RTEC_Regular_DEF.JPG,1
1.60E-14,0.9999362,1.60E-12,2.58E-08,8.08E-14,6.38E-05,0.9999362,1,637828697521060108_14_Metal_Poor_adherence_563\638010961426380203_RTEC_Regular_DEF.JPG,1
6.02E-15,0.9999993,4.00E-14,4.58E-11,1.19E-14,6.77E-07,0.9999993,1,637828697521060108_14_Metal_Poor_adherence_563\638010961426848754_RTEC_Regular_DEF.JPG,1
9.06E-16,1,1.10E-10,2.19E-11,1.58E-12,1.29E-08,1,1,637828697521060108_14_Metal_Poor_adherence_563\6380109614274735981_RTEC_Regular_DEF.JPG,1
1.40E-13,0.99999976,6.48E-13,2.61E-10,3.10E-15,2.29E-07,0.99999976,1,637828697521060108_14_Metal_Poor_adherence_563\6380109614274735982_RTEC_Regular_DEF.JPG,1
4.86E-16,1,1.69E-10,3.87E-11,1.48E-11,1.84E-08,1,1,637828697521060108_14_Metal_Poor_adherence_563\6380109614274735983_RTEC_Regular_DEF.JPG,1
5.75E-12,0.9997322,6.99E-12,7.86E-09,6.78E-14,0.000267817,0.9997322,1,637828697521060108_14_Metal_Poor_adherence_563\638010961427473598_RTEC_Regular_DEF.JPG,1
7.66E-14,0.9999585,8.71E-13,1.64E-10,8.25E-14,4.15E-05,0.9999585,1,637828697521060108_14_Metal_Poor_adherence_563\638010961428723159_RTEC_Regular_DEF.JPG,1
2.00E-16,0.9999883,2.72E-13,3.82E-10,3.90E-15,1.16E-05,0.9999883,1,637828697521060108_14_Metal_Poor_adherence_563\638010961429191871_RTEC_Regular_DEF.JPG,1
1.85E-17,1,6.34E-15,1.03E-12,3.13E-16,3.31E-08,1,1,637828697521060108_14_Metal_Poor_adherence_563\638010961429816666_RTEC_Regular_DEF.JPG,1
3.66E-16,0.9999995,2.81E-14,3.79E-11,2.37E-16,4.24E-07,0.9999995,1,637828697521060108_14_Metal_Poor_adherence_563\638010961430285139_RTEC_Regular_DEF.JPG,1
1.02E-17,0.9999981,2.55E-15,2.92E-12,1.49E-16,1.91E-06,0.9999981,1,637828697521060108_14_Metal_Poor_adherence_563\638010961430753895_RTEC_Regular_DEF.JPG,1
7.93E-14,0.9999213,8.43E-13,4.63E-09,1.34E-17,7.87E-05,0.9999213,1,637828697521060108_14_Metal_Poor_adherence_563\638010961431222427_RTEC_Regular_DEF.JPG,1
1.59E-13,0.9999404,6.54E-13,1.11E-08,3.06E-13,5.96E-05,0.9999404,1,637828697521060108_14_Metal_Poor_adherence_563\638010961431691007_RTEC_Regular_DEF.JPG,1
5.49E-13,0.99999917,7.76E-13,8.83E-09,3.66E-17,8.65E-07,0.99999917,1,637828697521060108_14_Metal_Poor_adherence_563\638010961432472086_RTEC_Regular_DEF.JPG,1
7.05E-11,0.9998153,5.99E-13,4.18E-09,2.83E-13,0.000184745,0.9998153,1,637828697521060108_14_Metal_Poor_adherence_563\638010961432940622_RTEC_Regular_DEF.JPG,1
7.64E-16,0.99999857,3.63E-13,3.39E-10,2.71E-18,1.44E-06,0.99999857,1,637828697521060108_14_Metal_Poor_adherence_563\638010961433409173_RTEC_Regular_DEF.JPG,1
1.75E-15,0.99999356,1.62E-13,4.52E-11,8.43E-15,6.46E-06,0.99999356,1,637828697521060108_14_Metal_Poor_adherence_563\638010961433877895_RTEC_Regular_DEF.JPG,1
7.85E-18,1,4.02E-16,5.56E-12,6.00E-21,1.07E-08,1,1,637828697521060108_14_Metal_Poor_adherence_563\638010961434502754_RTEC_Regular_DEF.JPG,1
4.50E-19,0.9999999,7.69E-15,4.60E-12,8.63E-20,8.94E-08,0.9999999,1,637828697521060108_14_Metal_Poor_adherence_563\638010961435127319_RTEC_Regular_DEF.JPG,1
1.04E-14,0.99996245,1.52E-13,2.39E-10,1.04E-12,3.76E-05,0.99996245,1,637828697521060108_14_Metal_Poor_adherence_563\6380109614357521491_RTEC_Regular_DEF.JPG,1
3.54E-11,0.9999981,6.55E-13,3.96E-10,6.33E-14,1.90E-06,0.9999981,1,637828697521060108_14_Metal_Poor_adherence_563\6380109614357521492_RTEC_Regular_DEF.JPG,1
1.24E-14,0.99999607,1.16E-09,1.03E-09,1.50E-10,3.89E-06,0.99999607,1,637828697521060108_14_Metal_Poor_adherence_563\6380109614357521493_RTEC_Regular_DEF.JPG,1
1.69E-14,0.99993885,2.42E-13,2.56E-10,1.67E-13,6.12E-05,0.99993885,1,637828697521060108_14_Metal_Poor_adherence_563\638010961435752149_RTEC_Regular_DEF.JPG,1
2.07E-14,1.44E-15,0.9872929,0.000213293,2.90E-08,0.012493817,0.9872929,2,637828716653503922_41_Probe_mark shift\637829324189884712_RTEC_Regular_DEF.JPG,2
3.84E-14,1.59E-15,0.989281,0.000173563,9.66E-09,0.010545454,0.989281,2,637828716653503922_41_Probe_mark shift\637829324190353482_RTEC_Regular_DEF.JPG,2
2.14E-14,2.18E-16,0.99759954,0.000126492,2.89E-09,0.002273952,0.99759954,2,637828716653503922_41_Probe_mark shift\637829324190666037_RTEC_Regular_DEF.JPG,2
3.11E-14,1.62E-15,0.9995264,5.41E-05,2.21E-09,0.000419546,0.9995264,2,637828716653503922_41_Probe_mark shift\637829324190978539_RTEC_Regular_DEF.JPG,2
2.45E-14,3.46E-16,0.9986652,5.24E-05,2.68E-09,0.001282431,0.9986652,2,637828716653503922_41_Probe_mark shift\637829324191291011_RTEC_Regular_DEF.JPG,2
3.32E-14,4.35E-15,0.99737275,0.00021233,1.31E-08,0.002414885,0.99737275,2,637828716653503922_41_Probe_mark shift\637829324191759864_RTEC_Regular_DEF.JPG,2
1.72E-13,9.09E-15,0.99655175,0.000185492,5.10E-08,0.003262683,0.99655175,2,637828716653503922_41_Probe_mark shift\637829324192228736_RTEC_Regular_DEF.JPG,2
4.42E-14,2.87E-15,0.99947804,0.000100695,5.80E-09,0.000421306,0.99947804,2,637828716653503922_41_Probe_mark shift\637829324192541189_RTEC_Regular_DEF.JPG,2
1.07E-13,9.04E-16,0.989218,0.000505009,5.50E-08,0.010276993,0.989218,2,637828716653503922_41_Probe_mark shift\637829324192853842_RTEC_Regular_DEF.JPG,2
7.53E-14,8.11E-16,0.9993235,6.17E-05,1.49E-09,0.000614841,0.9993235,2,637828716653503922_41_Probe_mark shift\637829324193322592_RTEC_Regular_DEF.JPG,2
3.64E-14,1.56E-15,0.99580634,0.000126673,1.89E-08,0.004067016,0.99580634,2,637828716653503922_41_Probe_mark shift\637829324193635084_RTEC_Regular_DEF.JPG,2
1.55E-13,7.81E-15,0.97697896,0.000222023,4.98E-07,0.022798594,0.97697896,2,637828716653503922_41_Probe_mark shift\637829324194104001_RTEC_Regular_DEF.JPG,2
3.14E-14,1.26E-15,0.9957508,0.000205953,3.68E-08,0.004043235,0.9957508,2,637828716653503922_41_Probe_mark shift\637829324194572672_RTEC_Regular_DEF.JPG,2
5.97E-13,2.53E-13,0.9246484,0.001760131,0.000735162,0.07285634,0.9246484,2,637828716653503922_41_Probe_mark shift\637829324194885360_RTEC_Regular_DEF.JPG,2
2.50E-15,4.95E-15,0.9977582,3.88E-05,2.46E-09,0.002203094,0.9977582,2,637828716653503922_41_Probe_mark shift\637829324195354056_RTEC_Regular_DEF.JPG,2
1.25E-14,3.15E-15,0.9936086,4.86E-05,2.60E-09,0.006342702,0.9936086,2,637828716653503922_41_Probe_mark shift\637829324195822884_RTEC_Regular_DEF.JPG,2
1.43E-14,1.84E-14,0.99905056,2.55E-05,4.55E-10,0.000923944,0.99905056,2,637828716653503922_41_Probe_mark shift\637829324196291727_RTEC_Regular_DEF.JPG,2
6.23E-15,3.57E-15,0.9919791,0.00010904,2.56E-09,0.007911854,0.9919791,2,637828716653503922_41_Probe_mark shift\637829324196760355_RTEC_Regular_DEF.JPG,2
1.67E-14,3.80E-15,0.9964706,7.62E-05,1.55E-09,0.003453287,0.9964706,2,637828716653503922_41_Probe_mark shift\637829324197229169_RTEC_Regular_DEF.JPG,2
2.00E-15,1.61E-14,0.99922323,7.04E-05,1.33E-08,0.000706354,0.99922323,2,637828716653503922_41_Probe_mark shift\637829324197697978_RTEC_Regular_DEF.JPG,2
2.57E-15,7.09E-15,0.99372345,0.000128014,9.26E-09,0.006148465,0.99372345,2,637828716653503922_41_Probe_mark shift\637829324198010518_RTEC_Regular_DEF.JPG,2
1.13E-14,1.17E-14,0.9991585,4.38E-05,8.63E-10,0.000797673,0.9991585,2,637828716653503922_41_Probe_mark shift\637829324198323035_RTEC_Regular_DEF.JPG,2
1.65E-14,1.08E-14,0.99963593,2.15E-05,2.42E-09,0.000342652,0.99963593,2,637828716653503922_41_Probe_mark shift\637829324198635580_RTEC_Regular_DEF.JPG,2
8.90E-15,7.28E-16,0.99735105,2.38E-05,1.45E-09,0.002625048,0.99735105,2,637828716653503922_41_Probe_mark shift\637829324199104682_RTEC_Regular_DEF.JPG,2
1.59E-14,4.58E-15,0.99978703,7.91E-06,3.99E-10,0.000205141,0.99978703,2,637828716653503922_41_Probe_mark shift\637829324199573413_RTEC_Regular_DEF.JPG,2
1.62E-14,1.61E-14,0.9994299,7.63E-05,8.16E-09,0.000493859,0.9994299,2,637828716653503922_41_Probe_mark shift\637829324200354777_RTEC_Regular_DEF.JPG,2
4.26E-14,1.13E-14,0.99752516,5.91E-05,7.07E-09,0.002415694,0.99752516,2,637828716653503922_41_Probe_mark shift\637829324200823566_RTEC_Regular_DEF.JPG,2
4.91E-15,1.02E-14,0.993634,0.000106671,1.12E-08,0.006259245,0.993634,2,637828716653503922_41_Probe_mark shift\637829324201292272_RTEC_Regular_DEF.JPG,2
2.29E-14,9.69E-15,0.9956377,0.0001428,6.57E-08,0.004219427,0.9956377,2,637828716653503922_41_Probe_mark shift\637829324201761262_RTEC_Regular_DEF.JPG,2
1.22E-14,3.36E-15,0.99739814,1.95E-05,4.77E-09,0.002582423,0.99739814,2,637828716653503922_41_Probe_mark shift\637829324202230032_RTEC_Regular_DEF.JPG,2
9.40E-14,5.07E-14,0.99600273,0.000102693,3.69E-08,0.003894491,0.99600273,2,637828716653503922_41_Probe_mark shift\637829324202698840_RTEC_Regular_DEF.JPG,2
2.22E-14,1.53E-14,0.99338984,0.000194447,2.73E-08,0.006415722,0.99338984,2,637828716653503922_41_Probe_mark shift\637829324203480165_RTEC_Regular_DEF.JPG,2
4.64E-15,1.67E-15,0.9966583,5.00E-05,5.32E-10,0.003291712,0.9966583,2,637828716653503922_41_Probe_mark shift\637829324203948901_RTEC_Regular_DEF.JPG,2
1.23E-14,2.39E-14,0.9995146,4.65E-05,2.52E-09,0.000438879,0.9995146,2,637828716653503922_41_Probe_mark shift\637829324204417758_RTEC_Regular_DEF.JPG,2
5.73E-15,1.82E-15,0.99762815,0.000104556,1.70E-09,0.002267302,0.99762815,2,637828716653503922_41_Probe_mark shift\637829324204886548_RTEC_Regular_DEF.JPG,2
5.35E-15,1.88E-14,0.9985905,0.000152756,2.47E-09,0.001256658,0.9985905,2,637828716653503922_41_Probe_mark shift\637829324205198986_RTEC_Regular_DEF.JPG,2
7.49E-15,5.97E-14,0.99301094,0.000169297,5.42E-08,0.006819679,0.99301094,2,637828716653503922_41_Probe_mark shift\637829324205511702_RTEC_Regular_DEF.JPG,2
3.70E-14,4.94E-15,0.99221283,4.93E-05,2.29E-08,0.007737766,0.99221283,2,637828716653503922_41_Probe_mark shift\637829324205824273_RTEC_Regular_DEF.JPG,2
1.09E-18,1.90E-13,1,8.27E-09,4.45E-09,5.01E-09,1,2,637828716653503922_41_Probe_mark shift\637829324206293071_RTEC_Regular_DEF.JPG,2
1.55E-12,5.02E-11,0.9100216,0.000888987,0.000360809,0.08872859,0.9100216,2,637828716653503922_41_Probe_mark shift\637829324206761851_RTEC_Regular_DEF.JPG,2
5.13E-14,1.07E-14,0.9928693,6.17E-05,1.70E-08,0.007068828,0.9928693,2,637828716653503922_41_Probe_mark shift\637829324207230596_RTEC_Regular_DEF.JPG,2
4.69E-14,3.07E-14,0.99778396,9.20E-05,6.12E-09,0.002124066,0.99778396,2,637828716653503922_41_Probe_mark shift\637829324207699415_RTEC_Regular_DEF.JPG,2
7.97E-14,2.93E-15,0.9924435,0.000148174,8.93E-09,0.007408338,0.9924435,2,637828716653503922_41_Probe_mark shift\637829324208011887_RTEC_Regular_DEF.JPG,2
7.92E-14,1.69E-13,0.9935202,0.000370557,1.22E-07,0.006109067,0.9935202,2,637828716653503922_41_Probe_mark shift\637829324208324413_RTEC_Regular_DEF.JPG,2
1.63E-14,3.15E-14,0.997198,0.000125218,2.13E-08,0.002676803,0.997198,2,637828716653503922_41_Probe_mark shift\637829324208637135_RTEC_Regular_DEF.JPG,2
4.08E-15,3.41E-14,0.9947918,8.70E-05,1.31E-08,0.005121176,0.9947918,2,637828716653503922_41_Probe_mark shift\637829324208949465_RTEC_Regular_DEF.JPG,2
4.70E-15,3.83E-14,0.99489826,5.49E-05,3.99E-08,0.005046748,0.99489826,2,637828716653503922_41_Probe_mark shift\637829324209418250_RTEC_Regular_DEF.JPG,2
1.39E-14,5.13E-15,0.993604,8.78E-05,6.25E-09,0.006308071,0.993604,2,637828716653503922_41_Probe_mark shift\637829324209730790_RTEC_Regular_DEF.JPG,2
4.10E-16,6.93E-15,0.99675745,0.000100604,3.50E-09,0.003141949,0.99675745,2,637828716653503922_41_Probe_mark shift\637829324210043307_RTEC_Regular_DEF.JPG,2
3.29E-14,2.09E-14,0.99915373,5.36E-05,2.37E-09,0.000792642,0.99915373,2,637828716653503922_41_Probe_mark shift\637829324210356063_RTEC_Regular_DEF.JPG,2
5.03E-11,7.48E-12,0.967035,0.002356546,0.009442017,0.021166438,0.967035,2,637828716653503922_41_Probe_mark shift\637829324212543887_RTEC_Regular_DEF.JPG,2
1.23E-11,1.47E-12,0.98853856,0.003469347,0.002835914,0.005156191,0.98853856,2,637828716653503922_41_Probe_mark shift\637829324213325129_RTEC_Regular_DEF.JPG,2
3.53E-11,5.03E-12,0.24669962,0.019262584,0.004152625,0.7298852,0.7298852,5,637828716653503922_41_Probe_mark shift\637829324214575253_RTEC_Regular_DEF.JPG,2
8.60E-14,7.17E-14,0.98818785,3.51E-05,1.09E-08,0.011777001,0.98818785,2,637828716653503922_41_Probe_mark shift\637829324214887901_RTEC_Regular_DEF.JPG,2
3.83E-14,6.30E-14,0.9988009,4.88E-05,1.74E-09,0.001150357,0.9988009,2,637828716653503922_41_Probe_mark shift\637829324215356642_RTEC_Regular_DEF.JPG,2
5.41E-15,2.44E-15,0.99703693,5.17E-05,3.09E-09,0.002911401,0.99703693,2,637828716653503922_41_Probe_mark shift\637829324216294372_RTEC_Regular_DEF.JPG,2
2.59E-12,3.48E-13,0.99931526,8.94E-05,1.82E-05,0.000577278,0.99931526,2,637828716653503922_41_Probe_mark shift\637829324216763122_RTEC_Regular_DEF.JPG,2
3.35E-16,4.00E-14,0.97992766,0.000629627,8.02E-06,0.019434651,0.97992766,2,637828716653503922_41_Probe_mark shift\637829324217231916_RTEC_Regular_DEF.JPG,2
1.55E-13,4.02E-13,0.9987006,0.000431994,2.22E-05,0.00084509,0.9987006,2,637828716653503922_41_Probe_mark shift\637829324217544466_RTEC_Regular_DEF.JPG,2
5.58E-15,5.97E-15,0.99420255,5.87E-05,2.19E-09,0.005738801,0.99420255,2,637828716653503922_41_Probe_mark shift\637829324218013221_RTEC_Regular_DEF.JPG,2
5.32E-14,6.83E-14,0.9990145,3.68E-05,3.82E-08,0.000948594,0.9990145,2,637828716653503922_41_Probe_mark shift\637829324218482133_RTEC_Regular_DEF.JPG,2
3.95E-15,8.71E-14,0.9997603,1.34E-05,1.24E-09,0.000226353,0.9997603,2,637828716653503922_41_Probe_mark shift\637829324218794673_RTEC_Regular_DEF.JPG,2
3.94E-14,1.68E-14,0.989407,0.000195399,1.55E-08,0.010397503,0.989407,2,637828716653503922_41_Probe_mark shift\637829324219107116_RTEC_Regular_DEF.JPG,2
1.88E-14,1.45E-14,0.9988072,4.37E-05,3.27E-09,0.001149149,0.9988072,2,637828716653503922_41_Probe_mark shift\637829324219419735_RTEC_Regular_DEF.JPG,2
1.32E-13,2.73E-14,0.9987218,1.69E-05,1.74E-08,0.00126132,0.9987218,2,637828716653503922_41_Probe_mark shift\637829324219732315_RTEC_Regular_DEF.JPG,2
1.45E-13,1.49E-14,0.98557603,0.000160804,1.33E-08,0.014263121,0.98557603,2,637828716653503922_41_Probe_mark shift\637829324220200454_RTEC_Regular_DEF.JPG,2
1.03E-13,6.53E-14,0.9969471,9.20E-05,4.55E-08,0.002960875,0.9969471,2,637828716653503922_41_Probe_mark shift\637829324220513606_RTEC_Regular_DEF.JPG,2
3.14E-14,8.47E-15,0.9876659,6.02E-05,8.89E-09,0.012273807,0.9876659,2,637828716653503922_41_Probe_mark shift\637829324220826230_RTEC_Regular_DEF.JPG,2
4.81E-14,3.66E-14,0.99836427,4.59E-05,1.34E-08,0.001589841,0.99836427,2,637828716653503922_41_Probe_mark shift\637829324221138683_RTEC_Regular_DEF.JPG,2
7.25E-14,5.19E-15,0.99688655,4.00E-05,4.31E-09,0.003073379,0.99688655,2,637828716653503922_41_Probe_mark shift\637829324221451160_RTEC_Regular_DEF.JPG,2
1.10E-14,5.85E-15,0.98851985,3.52E-05,2.69E-09,0.011444906,0.98851985,2,637828716653503922_41_Probe_mark shift\637829324221763642_RTEC_Regular_DEF.JPG,2
6.93E-15,4.64E-14,0.995544,0.000198767,6.34E-08,0.004257103,0.995544,2,637828716653503922_41_Probe_mark shift\637829324222076173_RTEC_Regular_DEF.JPG,2
8.13E-15,9.07E-14,0.994232,3.11E-05,2.40E-08,0.00573676,0.994232,2,637828716653503922_41_Probe_mark shift\637829324222388680_RTEC_Regular_DEF.JPG,2
2.98E-14,5.40E-15,0.98252654,9.03E-05,1.37E-08,0.0173832,0.98252654,2,637828716653503922_41_Probe_mark shift\637829324222701338_RTEC_Regular_DEF.JPG,2
2.74E-15,1.71E-15,0.9978817,1.79E-05,7.52E-10,0.002100332,0.9978817,2,637828716653503922_41_Probe_mark shift\637829324223013752_RTEC_Regular_DEF.JPG,2
3.21E-15,1.30E-14,0.99849176,8.05E-05,8.74E-10,0.001427726,0.99849176,2,637828716653503922_41_Probe_mark shift\637829324223638858_RTEC_Regular_DEF.JPG,2
1.48E-14,1.97E-15,0.99123085,0.000104353,4.62E-09,0.008664793,0.99123085,2,637828716653503922_41_Probe_mark shift\637829324223951369_RTEC_Regular_DEF.JPG,2
7.50E-14,6.45E-15,0.99605787,7.96E-05,1.03E-08,0.003862565,0.99605787,2,637828716653503922_41_Probe_mark shift\637829324224263920_RTEC_Regular_DEF.JPG,2
4.03E-15,1.10E-14,0.99879503,6.44E-05,7.64E-09,0.001140469,0.99879503,2,637828716653503922_41_Probe_mark shift\637829324224576700_RTEC_Regular_DEF.JPG,2
1.08E-14,1.71E-14,0.9908777,3.22E-05,2.14E-08,0.009090117,0.9908777,2,637828716653503922_41_Probe_mark shift\637829324224889070_RTEC_Regular_DEF.JPG,2
5.62E-15,8.90E-15,0.99359775,0.000112419,2.97E-08,0.006289767,0.99359775,2,637828716653503922_41_Probe_mark shift\637829324225201689_RTEC_Regular_DEF.JPG,2
7.84E-15,5.19E-15,0.9897432,0.000204394,1.26E-08,0.010052493,0.9897432,2,637828716653503922_41_Probe_mark shift\637829324225670541_RTEC_Regular_DEF.JPG,2
4.60E-15,1.18E-14,0.99830306,2.84E-05,4.00E-09,0.001668637,0.99830306,2,637828716653503922_41_Probe_mark shift\637829324225983077_RTEC_Regular_DEF.JPG,2
3.35E-15,6.70E-15,0.9948815,0.000125308,2.01E-08,0.004993093,0.9948815,2,637828716653503922_41_Probe_mark shift\637829324226295681_RTEC_Regular_DEF.JPG,2
2.41E-14,9.64E-15,0.9912185,3.34E-05,1.80E-08,0.008748069,0.9912185,2,637828716653503922_41_Probe_mark shift\637829324226608129_RTEC_Regular_DEF.JPG,2
1.10E-13,8.08E-15,0.9964546,4.40E-05,5.29E-08,0.003501462,0.9964546,2,637828716653503922_41_Probe_mark shift\637829324226920768_RTEC_Regular_DEF.JPG,2
8.21E-15,1.49E-15,0.99526215,6.31E-05,3.31E-09,0.004674702,0.99526215,2,637828716653503922_41_Probe_mark shift\637829324227389533_RTEC_Regular_DEF.JPG,2
